지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22301,2021-08-25 12:00,3.2,352,4.6,1005.5,93,21.7,23.2,.3,.3,.2,24.8,25
22301,2021-08-25 13:00,4.9,35,5.6,1005.2,91,22.1,23.2,.3,.3,.2,24.8,85
22301,2021-08-25 14:00,5.7,29,7,1005.3,96,21.5,23.1,.3,.3,.2,24.8,118
22301,2021-08-25 15:00,2.2,52,2.9,1005.2,94,22.5,23.5,.3,.3,.2,27.7,52
22301,2021-08-25 16:00,1.9,103,2.4,1005,94,22.8,23.9,.3,.3,.2,24.8,58
22301,2021-08-25 17:00,3.8,104,4.8,1005.2,94,23.2,24.3,.3,.3,.2,27.7,70
22301,2021-08-25 18:00,3.3,126,4.1,1005.7,94,23.3,24.4,.3,.3,.2,27.7,212
22301,2021-08-25 19:00,2.1,156,3.3,1005.7,95,23.1,24.3,.2,.2,.2,27.8,169
22301,2021-08-25 20:00,.5,161,1.1,1007.3,95,23,25.8,.3,.1,0,11,162
22301,2021-08-25 21:00,.4,157,.9,1008.4,95,23.1,25.9,.3,.1,0,12.6,171
22301,2021-08-25 22:00,.4,146,.8,1009.1,96,23,25.9,.3,.1,0,13.8,185
22301,2021-08-25 23:00,.4,191,.9,1009.6,96,22.8,25.9,.3,.1,0,12.4,187
22301,2021-08-26 00:00,.2,207,.4,1010,96,22.8,25.8,.3,.1,0,8.7,169
22301,2021-08-26 01:00,1,157,1.7,1010.1,95,22.8,25.8,.3,.1,0,7.5,212
22301,2021-08-26 02:00,.8,172,1.2,1010,96,22.7,25.8,.3,.1,0,6.4,249
22301,2021-08-26 03:00,.7,182,1.1,1010.2,97,22.4,25.8,.3,.1,0,6.4,169
22301,2021-08-26 04:00,.9,172,1.4,1010.5,97,22.2,25.7,.4,.1,.1,6.1,313
22301,2021-08-26 05:00,1.4,167,2,1010.8,98,22.3,25.7,.5,.1,.1,7,103
22301,2021-08-26 06:00,2.3,179,3.4,1011.2,98,22.1,25.7,.5,.2,.1,7.4,3
22301,2021-08-26 07:00,1.7,165,3.1,1012.3,98,22.4,25.7,.4,.1,.1,7.7,
22301,2021-08-26 08:00,6.1,196,7.1,1012.4,93,23.7,25.6,.7,.3,.2,5,199
22301,2021-08-26 09:00,10.2,199,12.5,1012.7,89,24.7,25.4,.6,.2,.2,6.5,29
22301,2021-08-26 10:00,10.6,207,12.2,1013.5,88,25.2,26.4,.8,.3,.2,5.9,12
22301,2021-08-26 11:00,10.8,207,12.2,1013.5,88,25.3,25.8,1,.4,.3,5.9,22
22301,2021-08-26 12:00,9,217,10.6,1013.5,89,25.4,25.7,1,.4,.3,5.7,204
22301,2021-08-26 13:00,9.4,228,11.1,1013.2,87,25.5,25.7,.7,.3,.2,4.6,161
22301,2021-08-26 14:00,10,210,11.1,1013,86,25.7,25.8,1,.4,.3,5.5,190
22301,2021-08-26 15:00,9.4,215,10.5,1012.6,90,25,25.4,1,.4,.2,6.2,206
22301,2021-08-26 16:00,8.2,216,9.6,1012.5,87,25.1,25.6,1,.4,.3,7.3,15
22301,2021-08-26 17:00,4.6,205,6,1012.7,86,24.6,25.4,.6,.3,.1,10.9,176
22301,2021-08-26 18:00,3.5,194,4.4,1013.1,81,25.6,25.3,.3,.1,0,8.2,23
22301,2021-08-26 19:00,4.2,209,6.4,1013.8,90,24.6,24.3,.4,.1,.1,5.2,201
22301,2021-08-26 20:00,5,155,6,1014.2,88,25.2,24.5,.5,.2,.1,6.6,160
22301,2021-08-26 21:00,4.8,173,6,1014.6,89,25.5,26.2,1.2,.6,.3,6,6
22301,2021-08-26 22:00,2.9,271,3.3,1014.5,91,24.9,24.7,1.1,.4,.3,6.1,15
22301,2021-08-26 23:00,4.7,192,5.4,1014.3,93,23.9,23,1.2,.5,.3,6.2,227
22301,2021-08-27 00:00,6.9,164,7.7,1014,93,25.1,26.8,1.4,.7,.4,6.1,354
22301,2021-08-27 01:00,6.9,187,8.2,1013.6,94,26.2,27.1,1.2,.5,.4,6.3,0
22301,2021-08-27 02:00,11.7,214,14,1013,92,26.1,26.7,1.7,.7,.5,5.7,357
22301,2021-08-27 03:00,12.2,209,14.2,1012.9,94,26.3,27.1,1.4,.8,.5,5.2,357
22301,2021-08-27 04:00,12,208,13.8,1012.9,94,26.5,26.9,1.3,.6,.4,5.8,0
22301,2021-08-27 05:00,12.1,199,13.8,1012.7,95,25.7,26.2,1.1,.6,.4,5.5,4
22301,2021-08-27 06:00,13.1,182,14.7,1012.3,95,25.5,26.4,1.5,.7,.5,5.5,356
22301,2021-08-27 07:00,9.6,188,11.8,1013.2,93,26.3,23.7,1.5,.9,.6,4.4,350
22301,2021-08-27 08:00,10.7,202,12.8,1013.7,88,27.2,26.4,1.2,.8,.5,4.5,307
22301,2021-08-27 09:00,11.1,209,12.7,1013.9,88,27.2,26.8,1.7,.8,.5,4.5,317
22301,2021-08-27 10:00,11.5,205,12.8,1014,89,27.1,27,1.6,.9,.6,4.4,332
22301,2021-08-27 11:00,12.2,204,13.7,1013.8,88,27.1,27.3,1.4,.8,.5,4.3,333
22301,2021-08-27 12:00,12.1,205,13.9,1013.9,87,27.3,27.1,1.5,.9,.6,4.4,319
22301,2021-08-27 13:00,11.8,212,13.4,1014,84,27.6,27.4,1.5,.8,.5,4.4,332
22301,2021-08-27 14:00,11.6,210,13.1,1013.9,83,27.8,27.6,1.8,.9,.6,4.3,328
22301,2021-08-27 15:00,11.1,209,12.6,1013.8,85,27.7,28.3,1.2,.8,.5,4.5,315
22301,2021-08-27 16:00,9.3,211,10.3,1013.6,86,27.5,27.2,1.7,.8,.5,5,320
22301,2021-08-27 17:00,10.3,210,11.8,1013.9,85,27.6,27.5,1.4,.7,.5,4.6,328
22301,2021-08-27 18:00,6.7,211,8.4,1013.9,85,27.8,28.2,1.5,.8,.5,5.5,17
22301,2021-08-27 19:00,5.6,213,6.5,1014.1,85,27.3,28.2,1.3,.8,.5,5.8,89
22301,2021-08-27 20:00,6,203,7.2,1014.2,86,27.1,28.1,1.3,.8,.5,6,70
22301,2021-08-27 21:00,7.2,187,8.5,1014.4,85,27.1,28.1,1.5,.8,.5,6.2,64
22301,2021-08-27 22:00,7,195,8.2,1015,86,27.1,28.1,1.7,.9,.6,6,38
22301,2021-08-27 23:00,5.9,196,7.1,1015,87,27,28.2,1.4,.8,.5,5.7,1
22301,2021-08-28 00:00,6.4,207,7.4,1014.9,88,27,28.2,1.2,.8,.5,5.8,328
22301,2021-08-28 01:00,7.1,219,9,1014.7,86,27.1,28,1.2,.8,.5,5.5,308
22301,2021-08-28 02:00,6.2,226,7.4,1014.5,85,27,28.2,1.2,.8,.5,5.7,280
22301,2021-08-28 03:00,6.3,226,7.5,1014.3,84,26.9,28.2,1.4,.7,.5,5.4,244
22301,2021-08-28 04:00,6.3,240,7.4,1014.7,85,26.9,28.2,1.2,.7,.5,5.4,179
22301,2021-08-28 05:00,6.3,244,7.4,1014.6,85,26.9,28.2,1.1,.7,.5,5.1,129
22301,2021-08-28 06:00,5.9,234,6.8,1014.5,85,26.9,28.1,1.2,.7,.4,5.6,112
22301,2021-08-28 07:00,5.4,223,6.5,1014.8,83,27.1,28,1.2,.7,.5,5.3,105
22301,2021-08-28 08:00,5.5,218,6.1,1015,83,27.2,28,1.2,.7,.4,5.3,102
22301,2021-08-28 09:00,4.6,208,5.7,1015.3,83,27.4,28,1.4,.7,.4,5.5,124
22301,2021-08-28 10:00,5,210,5.6,1015.1,83,27.4,28,1.2,.6,.4,6,186
22301,2021-08-28 11:00,4.7,214,5.7,1015.1,81,27.6,28.1,1.3,.6,.4,6,214
22301,2021-08-28 12:00,4.6,218,5.5,1014.9,82,27.6,28.3,1.2,.6,.4,5.8,292
22301,2021-08-28 13:00,5.1,222,5.8,1014.7,81,27.6,28.4,1.3,.6,.4,5.6,295
22301,2021-08-28 14:00,5.3,233,6.4,1014.4,81,27.8,28.5,1.3,.6,.4,5.8,191
22301,2021-08-28 15:00,5,254,6,1014.3,79,28,28.7,1.3,.6,.4,6,227
22301,2021-08-28 16:00,3.9,246,4.4,1014.1,78,28.2,28.6,1.3,.6,.4,5.5,158
22301,2021-08-28 17:00,3.8,234,4.3,1014.2,79,28.2,28.3,1.4,.6,.4,5.8,128
22301,2021-08-28 18:00,3.4,230,3.8,1014.3,79,28.1,28,1.2,.7,.4,5.8,119
22301,2021-08-28 19:00,3,197,3.6,1014.2,83,27.3,28,1.3,.6,.4,6.1,100
22301,2021-08-28 20:00,4.2,196,5,1014.6,85,27,28.1,1.2,.6,.4,5.5,94
22301,2021-08-28 21:00,4.5,199,5.1,1015,85,27,27.9,1.2,.6,.4,6.3,78
22301,2021-08-28 22:00,4,194,4.8,1015.2,86,26.9,27.8,1.2,.6,.4,6.2,49
22301,2021-08-28 23:00,4,192,4.7,1014.9,86,26.8,27.9,1.1,.5,.3,6.2,353
22301,2021-08-29 00:00,4.6,202,5.4,1014.9,85,26.8,27.9,.9,.6,.4,5.8,307
22301,2021-08-29 01:00,5.1,200,6,1014.7,85,26.8,27.9,1.1,.5,.3,6.4,280
22301,2021-08-29 02:00,4.9,211,5.9,1014.4,85,26.8,27.9,1.1,.5,.3,5.8,265
22301,2021-08-29 03:00,3.9,217,4.8,1014.2,85,26.7,27.9,1.2,.5,.4,5.8,237
22301,2021-08-29 04:00,5.2,222,7.1,1014,86,26.8,27.9,1.1,.5,.3,5.9,225
22301,2021-08-29 05:00,6.2,222,7.1,1014,85,26.8,27.9,1.1,.5,.3,5.5,188
22301,2021-08-29 06:00,6.4,215,7.2,1014,83,26.8,27.8,1.1,.5,.3,5.9,188
22301,2021-08-29 07:00,5.1,231,6.4,1014.3,83,27.1,27.8,1,.5,.3,5.5,95
22301,2021-08-29 08:00,4.9,223,6.1,1014.5,82,27.2,27.8,1,.5,.3,5.8,149
22301,2021-08-29 09:00,6.3,217,7.4,1014.4,81,27.4,27.8,.8,.5,.3,4.9,125
22301,2021-08-29 10:00,5.1,240,5.9,1014.7,81,27.5,27.9,1,.5,.3,5.5,148
22301,2021-08-29 11:00,4.8,233,5.5,1015,79,27.6,28.1,1,.5,.3,5.6,215
22301,2021-08-29 12:00,4,243,4.8,1015,79,27.7,28.2,1.1,.5,.3,5.9,241
22301,2021-08-29 13:00,3.9,241,4.5,1014.9,78,27.9,28.3,.9,.5,.3,5.8,223
22301,2021-08-29 14:00,3.9,246,4.8,1014.8,78,27.9,28.4,1.1,.5,.3,5.7,201
22301,2021-08-29 15:00,4.4,253,5.1,1014.6,77,27.9,28.6,1,.5,.3,5.8,195
22301,2021-08-29 16:00,4.3,249,5,1014.4,75,28.2,28.5,1,.5,.3,6.2,177
22301,2021-08-29 17:00,4.3,230,5,1014.4,75,28.1,28.4,1,.5,.3,6.3,157
22301,2021-08-29 18:00,4.1,207,4.9,1014.3,76,28.1,28.3,.9,.5,.3,5.8,143
22301,2021-08-29 19:00,4.1,202,5,1014.3,80,27.2,28.1,1,.5,.3,6,115
22301,2021-08-29 20:00,3.5,189,4.1,1014.4,82,27,28,1,.4,.3,6,80
22301,2021-08-29 21:00,2.9,198,3.4,1015.3,81,27,28.2,1,.5,.3,6.3,33
22301,2021-08-29 22:00,3.4,201,4.3,1015.5,83,26.8,28.1,.8,.4,.3,6.4,341
22301,2021-08-29 23:00,3.4,218,4,1015.9,80,26.9,28.1,1,.4,.3,6.1,297
22301,2021-08-30 00:00,3.1,229,3.7,1015.9,81,26.8,28,1,.4,.3,6.3,295
22301,2021-08-30 01:00,2.2,249,2.8,1015.7,81,26.8,28.1,.8,.4,.3,6.1,271
22301,2021-08-30 02:00,2.2,212,2.7,1015,79,26.7,28.1,.8,.5,.3,6.2,258
22301,2021-08-30 03:00,4,198,4.9,1014.5,79,26.7,28.1,.9,.4,.3,6,244
22301,2021-08-30 04:00,2.6,222,3.4,1014.8,82,26.5,28.1,.9,.4,.2,6.3,221
22301,2021-08-30 05:00,4,205,4.6,1014.9,83,26.5,28.1,.9,.4,.3,5.8,215
22301,2021-08-30 06:00,3.5,222,4.1,1015.5,82,26.5,28,.8,.3,.2,6,140
22301,2021-08-30 07:00,2.1,235,2.8,1016,80,27.1,28,.6,.4,.2,6,185
22301,2021-08-30 08:00,1.7,211,2.3,1016,78,27.5,27.9,.9,.4,.2,6,56
22301,2021-08-30 09:00,3.4,207,4,1016.1,80,27.5,27.9,.8,.4,.2,6.2,17
22301,2021-08-30 10:00,2.9,210,3.5,1016.5,80,27.5,28.1,.8,.4,.2,6.7,135
22301,2021-08-30 11:00,2.7,199,3.3,1016.4,79,27.6,28.5,.8,.3,.2,6.6,236
22301,2021-08-30 12:00,3,200,3.5,1015.8,78,27.7,28.8,.8,.3,.2,6.8,286
22301,2021-08-30 13:00,3.7,196,4.4,1015.5,78,27.7,28.7,.9,.4,.2,6.5,204
22301,2021-08-30 14:00,3.5,194,4.4,1015.3,78,27.8,28.8,.8,.3,.2,6.5,303
22301,2021-08-30 15:00,2.7,214,3.6,1015.2,77,28,29,.9,.4,.2,6.9,204
22301,2021-08-30 16:00,2.4,215,3.3,1015.1,76,28.3,29.1,.9,.4,.2,6.8,223
22301,2021-08-30 17:00,2.4,215,3.2,1015.3,76,28.2,28.9,.9,.4,.2,6.8,129
22301,2021-08-30 18:00,1.8,209,2.4,1015.7,77,28.3,28.8,.8,.4,.2,6.5,166
22301,2021-08-30 19:00,2.1,233,2.6,1015.9,78,27.5,28.6,.8,.4,.2,6.7,300
22301,2021-08-30 20:00,2,199,2.4,1016.2,80,27.3,28.4,.8,.4,.2,6.4,187
22301,2021-08-30 21:00,3,203,3.5,1016.4,81,27.2,28.5,.8,.3,.2,7.1,86
22301,2021-08-30 22:00,2.6,196,3,1016.6,81,27.1,28.1,.8,.3,.2,6.9,305
22301,2021-08-30 23:00,2.2,211,2.6,1016.5,81,27,28.1,.9,.4,.2,7,228
22301,2021-08-31 00:00,2,200,2.7,1016.2,82,26.9,28.1,.8,.3,.2,7,277
22301,2021-08-31 01:00,2.4,193,3,1015.7,82,26.8,28.3,.8,.4,.2,7.1,194
22301,2021-08-31 02:00,3.2,185,4.1,1015.4,80,26.8,28.3,.7,.3,.2,6.5,245
22301,2021-08-31 03:00,4.1,186,4.9,1015.1,81,26.7,28.4,.9,.4,.2,7,139
22301,2021-08-31 04:00,3.6,196,4.4,1015.2,80,26.7,28.5,.8,.3,.2,7.2,153
22301,2021-08-31 05:00,2.7,200,3.8,1015.4,80,26.6,28.4,.8,.3,.2,6.6,128
22301,2021-08-31 06:00,3,198,3.6,1015.5,79,26.6,28.4,.8,.4,.2,6.4,277
22301,2021-08-31 07:00,2.6,201,3.3,1015.9,77,27.1,28.5,.8,.4,.2,6.7,95
22301,2021-08-31 08:00,2,202,2.6,1015.8,74,27.5,28.5,.8,.3,.2,6.9,147
22301,2021-08-31 09:00,1.6,175,2.2,1015.9,75,27.8,28.5,.8,.4,.2,6.6,80
22301,2021-08-31 10:00,1.4,159,2.2,1016.1,73,28,28.7,.7,.4,.2,7,64
22301,2021-08-31 11:00,2.2,177,3,1015.8,74,27.8,28.8,.8,.3,.2,7,31
22301,2021-08-31 12:00,2.8,176,3.8,1015.4,75,27.6,28.9,.8,.4,.2,7.6,266
22301,2021-08-31 13:00,2.6,180,3.8,1015,73,28.4,29.1,.8,.3,.2,7.3,278
22301,2021-08-31 14:00,3.5,179,4.2,1014.7,72,27.6,28.9,.8,.4,.2,7.7,229
22301,2021-08-31 15:00,2.9,195,3.9,1014.4,73,27.7,29,.8,.3,.2,6.9,209
22301,2021-08-31 16:00,3.4,202,4.5,1014.4,73,27.5,28.7,.8,.3,.2,7.1,226
22301,2021-08-31 17:00,3.2,200,3.8,1014.5,71,27.6,28.8,.7,.3,.2,6.7,40
22301,2021-08-31 18:00,2.7,194,3.4,1014.3,72,27.4,29,.8,.3,.2,6.6,145
22301,2021-08-31 19:00,3.5,194,4.3,1014,74,27,28.9,.8,.3,.2,6.5,273
22301,2021-08-31 20:00,3.5,197,4.3,1014,76,26.9,28.8,.7,.3,.2,6.4,68
22301,2021-08-31 21:00,4.3,210,5.5,1014.4,76,26.9,28.8,.7,.3,.2,6.6,200
22301,2021-08-31 22:00,4.4,211,5.3,1014.6,74,27,28.8,.7,.3,.2,7,201
22301,2021-08-31 23:00,4.2,212,5,1014.3,76,26.8,28.7,.7,.3,.2,6.8,201
22301,2021-09-01 00:00,4.5,207,5.6,1013.8,76,26.7,28.7,.8,.3,.2,6.7,220
22301,2021-09-01 01:00,5,207,6.1,1013.1,76,26.7,28.8,.8,.3,.2,6.1,202
22301,2021-09-01 02:00,5.1,218,6.3,1012.8,78,26.7,28.7,.8,.3,.2,6.4,225
22301,2021-09-01 03:00,5.3,226,6.3,1012.7,76,26.8,28.6,.9,.4,.2,6.4,321
22301,2021-09-01 04:00,7.2,219,8.7,1011.7,79,26.8,28.5,.8,.4,.2,5.7,87
22301,2021-09-01 05:00,7.4,224,8.7,1012,79,26.8,28.4,.9,.4,.3,5.1,212
22301,2021-09-01 06:00,6.2,246,7.1,1012.8,79,26.9,28.4,.9,.5,.3,4.7,189
