지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22300,2021-01-01 00:00,9.7,42,12.7,1028.5,52,5.7,15,4.3,2.5,1.5,8,341
22300,2021-01-01 01:00,9.5,43,14.6,1028.6,58,5.7,15,3.7,2.5,1.6,8.3,338
22300,2021-01-01 02:00,9.3,37,12.8,1028.7,53,5.7,15,3.7,2.5,1.6,8,345
22300,2021-01-01 03:00,8.7,32,12.1,1029,57,5.7,15,3.6,2.7,1.7,7.9,344
22300,2021-01-01 04:00,8.1,18,12,1029,54,5.8,14.8,3.1,2.3,1.6,7.4,351
22300,2021-01-01 05:00,8.4,357,11,1028.8,49,5.7,14.7,3.3,2.3,1.5,7.2,328
22300,2021-01-01 06:00,7.5,356,9.8,1028.8,52,5.8,14.6,4.2,2.1,1.3,7.5,335
22300,2021-01-01 07:00,6.2,356,10.3,1028.6,51,5.8,14.6,3.2,2.1,1.3,7.4,332
22300,2021-01-01 08:00,4.9,17,7.6,1028.4,50,5.9,14.7,2.9,2,1.3,7.5,324
22300,2021-01-01 09:00,5.3,23,8.5,1028.9,54,6.1,14.7,3,1.9,1.1,7.5,321
22300,2021-01-01 10:00,6.2,30,8.4,1029.1,52,6.4,14.8,2.8,1.9,1.2,7.5,322
22300,2021-01-01 11:00,4.5,12,6.5,1028.9,51,6.4,15,2.8,1.6,1,7.7,338
22300,2021-01-01 12:00,5.1,18,7.9,1028,54,6.5,15,2.7,1.5,1,7.7,319
22300,2021-01-01 13:00,5,0,7.5,1027.2,48,6.8,15.1,2,1.3,.8,7.3,319
22300,2021-01-01 14:00,5.2,350,7.2,1026.7,53,6.8,15.2,2.2,1.2,.8,7.5,335
22300,2021-01-01 15:00,5.1,351,7.7,1026.3,61,6.5,15,2.1,1.4,.9,7.4,328
22300,2021-01-01 16:00,7.7,335,9.8,1026.4,59,6.5,15,2.6,1.3,.8,6.5,334
22300,2021-01-01 17:00,8.9,315,11.4,1026.1,59,6.3,15.1,2.4,1.3,.8,6.6,333
22300,2021-01-01 18:00,8.1,308,12.1,1027,56,6.1,15,2.4,1.3,.9,6,332
22300,2021-01-01 19:00,7.7,327,10.4,1027.3,55,5.6,14.9,2.2,1.1,.8,5.9,323
22300,2021-01-01 20:00,6.3,318,8.2,1027.3,58,5.4,14.9,2,1.1,.7,6.1,325
22300,2021-01-01 21:00,6.6,349,8.3,1027.4,57,5.2,15,2,.9,.6,6.3,335
22300,2021-01-01 22:00,5.9,3,8.3,1027.4,57,5.2,15.1,1.8,1,.6,6.6,321
22300,2021-01-01 23:00,6.8,9,9.1,1027.5,57,5.3,15.2,1.8,.9,.6,6.7,310
22300,2021-01-02 00:00,7.3,7,9.9,1027.6,55,5.6,15,1.8,.9,.6,6.3,321
22300,2021-01-02 01:00,7.8,6,11.7,1027.7,55,5.6,15,1.6,.8,.5,6,325
22300,2021-01-02 02:00,7.9,0,11.3,1027.5,58,5.7,14.9,1.8,.9,.6,5.7,347
22300,2021-01-02 03:00,8.2,5,11.7,1027.3,55,5.8,15,2.1,1,.6,5.5,333
22300,2021-01-02 04:00,7.7,2,10.8,1027.4,56,6,15,2.1,1.2,.8,5.5,316
22300,2021-01-02 05:00,10,351,12.7,1027.1,53,6.5,15.1,2.1,1,.6,5.5,312
22300,2021-01-02 06:00,9.1,355,12.8,1027.3,53,6.7,14.9,2.1,1.2,.7,5.5,327
22300,2021-01-02 07:00,8.2,0,11.5,1027.7,53,7,14.9,2,1.2,.8,5.4,321
22300,2021-01-02 08:00,6.9,350,9,1028,55,7.2,15,1.9,1.1,.7,5.7,307
22300,2021-01-02 09:00,7.6,11,10.4,1028.3,50,7.6,15,2.2,1.1,.7,5.6,307
22300,2021-01-02 10:00,6.5,39,8.3,1028.4,49,7.9,15,2.2,1.1,.7,6,316
22300,2021-01-02 11:00,7.5,45,9.6,1028.5,55,8.1,15,2,1.1,.7,6.8,316
22300,2021-01-02 12:00,7.3,47,10.3,1027.8,55,8.4,15.1,2.1,1,.6,6.5,321
22300,2021-01-02 13:00,8.2,53,10.4,1027.4,54,8.3,14.9,2,1.1,.7,6.4,316
22300,2021-01-02 14:00,7.9,60,10.7,1026.9,55,8,14.8,1.7,1.1,.7,6,322
22300,2021-01-02 15:00,9.7,64,12.5,1027.6,55,8,14.9,2.3,1.2,.7,6.1,329
22300,2021-01-02 16:00,9.6,59,12.2,1028.4,57,8.1,14.8,2.4,1.3,.8,6.1,325
22300,2021-01-02 17:00,9.8,58,12.2,1029.1,57,7.9,15,2.1,1.2,.8,5.7,335
22300,2021-01-02 18:00,9.8,51,12.7,1029.3,62,8,15,2.2,1.5,1,5.5,340
22300,2021-01-02 19:00,9.8,61,12.8,1029.9,61,7.7,15,2.3,1.4,.9,5.4,333
22300,2021-01-02 20:00,8.5,63,11,1029.6,60,7.2,14.9,2.3,1.5,1,5.6,340
22300,2021-01-02 21:00,8.2,79,10.9,1030.2,62,7.3,14.9,2.2,1.3,.9,5.5,345
22300,2021-01-02 22:00,8.3,107,11.6,1030.3,60,7,14.9,2.2,1.4,.8,5.8,337
22300,2021-01-02 23:00,5.9,115,8.1,1031.4,59,6.8,14.8,2.1,1.2,.8,5.9,332
22300,2021-01-03 00:00,5,129,7.2,1031.9,59,6.6,14.8,2,1.1,.7,5.9,336
22300,2021-01-03 01:00,5.4,120,7.1,1031.4,59,6.8,14.8,2.2,1.2,.7,6.2,345
22300,2021-01-03 02:00,5.3,133,7,1031.4,64,7.1,14.8,2,1.1,.7,5.8,352
22300,2021-01-03 03:00,5.5,109,8.1,1032,61,7,14.8,2,1.1,.7,5.9,1
22300,2021-01-03 04:00,5.5,105,7.2,1032.2,61,7.1,14.7,1.9,1,.6,5.8,9
22300,2021-01-03 05:00,6,73,8.2,1032.4,58,7.1,14.8,1.9,1,.6,6.1,20
22300,2021-01-03 06:00,4.5,68,7,1032.6,56,7.3,14.9,1.9,.9,.6,5.8,15
