지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22187,2021-01-03 16:00,10.8,353,15.5,1031.4,65,7.2,18.5,2.2,1.3,.9,4.9,19
22187,2021-01-03 17:00,9.8,358,13.5,1030.7,67,7.4,18.5,2.4,1.4,1,4.9,6
22187,2021-01-03 18:00,9.5,2,13.1,1031.1,66,7.7,18.5,2.3,1.3,.9,4.6,357
22187,2021-01-03 19:00,8.7,2,12.9,1031.1,64,8.4,18.5,2,1.3,.9,4.6,17
22187,2021-01-03 20:00,9.2,5,12.5,1031.6,56,8.6,18.3,2.2,1.4,1,4.6,20
22187,2021-01-03 21:00,9.6,3,13.8,1031.8,55,8.3,18.3,2,1.2,.8,4.6,16
22187,2021-01-03 22:00,8.9,2,12.4,1031.7,53,8.7,18.3,1.9,1.2,.9,4.6,7
22187,2021-01-03 23:00,8.7,13,11.8,1031.5,52,8.4,18.3,1.9,1.1,.8,4.3,20
22187,2021-01-04 00:00,8.9,7,12.9,1031.3,51,8.7,18.3,1.8,1.2,.8,4.3,14
22187,2021-01-04 01:00,7.3,12,11,1031.5,50,8.4,18.4,1.9,1.2,.9,4.6,23
22187,2021-01-04 02:00,7.5,6,10.6,1031.5,55,8.7,18.4,1.4,.9,.7,4.6,12
22187,2021-01-04 03:00,7.6,3,9.9,1031.6,58,8.5,18.4,2,1,.7,4.3,352
22187,2021-01-04 04:00,7.5,17,10.9,1031.8,59,8.2,18.5,1.5,1,.7,4.3,6
22187,2021-01-04 05:00,8.8,11,11.9,1031.2,62,8.4,18.6,1.9,1.1,.8,4.3,11
22187,2021-01-04 06:00,8.2,10,10.5,1030.9,63,8.5,18.6,2.1,1.2,.9,4.6,38
22187,2021-01-04 07:00,8.1,15,10.5,1030.9,60,7.9,18.6,1.6,1.1,.8,4.6,22
22187,2021-01-04 08:00,7.8,18,11.5,1030.9,62,8.4,18.6,1.6,1,.7,4.6,34
22187,2021-01-04 09:00,7.5,16,11.2,1030.8,62,8.4,18.5,1.7,1.1,.8,4.9,18
22187,2021-01-04 10:00,6.5,41,8.9,1030.7,62,8.9,18.5,1.7,1,.7,4.3,24
22187,2021-01-04 11:00,5.7,53,8.3,1030.5,57,8.9,18.5,1.4,.9,.6,4.6,47
22187,2021-01-04 12:00,7,13,9.9,1031.1,59,9.4,18.5,1.3,.9,.6,4.6,28
22187,2021-01-04 13:00,8,20,11.8,1029.8,60,9.4,18.4,1.3,.9,.6,4.6,43
22187,2021-01-04 14:00,6.8,18,10.1,1029.3,59,9.6,18.5,1.4,.9,.6,4.6,40
22187,2021-01-04 15:00,6.6,20,10.1,1028.4,56,9.6,18.5,1.5,.9,.7,3.6,24
22187,2021-01-04 16:00,6.6,29,10,1027.9,55,10.1,18.5,1.5,.9,.6,4,33
22187,2021-01-04 17:00,5.9,32,8.5,1027.9,54,10.1,18.6,1.5,.9,.6,4.3,54
22187,2021-01-04 18:00,4.7,31,7.4,1027.9,53,10.3,18.6,1,.7,.5,4,52
22187,2021-01-04 19:00,3.6,39,5.5,1028.3,51,10.2,18.6,1.1,.6,.4,4.3,43
22187,2021-01-04 20:00,2.5,6,4.6,1028.8,52,10.4,18.6,1.1,.6,.5,3.6,30
22187,2021-01-04 21:00,2.9,4,5.4,1029.3,52,10.4,18.6,.9,.6,.4,4,30
22187,2021-01-04 22:00,3.3,6,6,,52,10.7,18.6,1,.6,.4,3.6,60
22187,2021-01-04 23:00,4.6,14,7.7,1027.9,56,10.9,18.6,.9,.6,.4,5.3,135
22187,2021-01-05 00:00,5.6,9,8.3,1027.6,57,10.8,18.6,.9,.6,.4,4,98
22187,2021-01-05 01:00,6.8,356,9.8,1027.5,60,11.1,18.6,1.2,.7,.5,4.6,98
22187,2021-01-05 02:00,7.1,348,10.1,1028.1,58,10.6,18.6,1.3,.7,.5,4.3,104
22187,2021-01-05 03:00,5.9,340,8.4,1028,52,10.8,18.7,1.1,.8,.5,4.6,102
22187,2021-01-05 04:00,5,354,7.3,1027.3,53,10.5,18.7,1,.7,.5,3.6,46
22187,2021-01-05 05:00,5.5,349,7.9,1027,56,10.5,18.7,1.4,.7,.5,4.3,87
22187,2021-01-05 06:00,6.1,350,8.4,1026.2,58,10.9,18.7,1,.6,.4,3.4,36
22187,2021-01-05 07:00,6.4,346,8.7,1026.2,60,10.7,18.7,1.3,.7,.5,3.8,64
22187,2021-01-05 08:00,7.6,322,10.3,1026.6,68,10.7,18.7,1.2,.7,.5,3.8,53
22187,2021-01-05 09:00,7.1,338,9.9,1027.4,68,10.7,18.6,1.1,.8,.5,3.8,21
22187,2021-01-05 10:00,11.6,343,14.6,1027.7,75,10.6,18.6,2.2,1,.7,3.8,11
22187,2021-01-05 11:00,13,348,18.1,1027.5,75,9.2,18.6,2.3,1.6,1.1,4.3,1
22187,2021-01-05 12:00,12.4,351,16.4,1026.7,69,8.9,18.5,2.7,1.4,1,4.9,6
22187,2021-01-05 13:00,14.3,351,18.4,1025.7,65,8.7,18.5,2.9,1.8,1.3,4.9,17
22187,2021-01-05 14:00,12.8,347,18.1,1024.9,71,8.2,18.4,2.9,1.7,1.2,5.3,11
22187,2021-01-05 15:00,12.9,347,16.9,1024.7,69,8.3,18.4,3.2,1.8,1.3,5.8,12
22187,2021-01-05 16:00,11.9,356,15.3,1025,69,8,18.4,2.9,1.6,1.2,5.3,21
22187,2021-01-05 17:00,11.5,348,15.3,1025.1,72,7.8,18.5,2.7,1.5,1.1,4.9,3
22187,2021-01-05 18:00,12.7,341,17,,69,7.6,18.6,2.5,1.5,1.1,5.3,355
22187,2021-01-05 19:00,12.6,340,17.5,1027.1,70,6.5,18.6,2.9,1.7,1.2,4.9,347
22187,2021-01-05 20:00,13.6,345,18.1,1026.9,70,6.1,18.6,2.9,1.6,1.2,4.9,349
22187,2021-01-05 21:00,12.9,339,16.8,1027.5,70,5.9,18.6,2.8,1.7,1.2,4.6,347
22187,2021-01-05 22:00,12.9,349,17.2,1027.3,72,5.7,18.6,3.4,1.9,1.4,5.3,354
22187,2021-01-05 23:00,12.1,342,15.4,1027.5,73,5.2,18.6,2.7,1.6,1.2,4.9,355
22187,2021-01-06 00:00,12.1,347,17.2,1027.1,72,5,18.5,3,1.6,1.2,4.9,6
22187,2021-01-06 01:00,11.1,344,15.2,1027.9,73,5.1,18.5,2.4,1.6,1.1,4.6,5
22187,2021-01-06 02:00,12.6,349,18,1026.7,76,5.2,18.6,2.5,1.6,1.1,4.9,11
22187,2021-01-06 03:00,12.5,343,16,1026.5,74,5.3,18.6,3.2,1.8,1.3,4.6,12
22187,2021-01-06 04:00,11.6,343,15.9,1026,75,5,18.6,2.3,1.4,1,4.3,2
22187,2021-01-06 05:00,11.6,343,15.4,1026.4,76,5,18.6,2.3,1.5,1.1,5.3,359
22187,2021-01-06 06:00,11.2,342,14.7,1026.2,75,4.6,18.6,2.6,1.6,1.1,5.3,355
22187,2021-01-06 07:00,9.6,346,13,1026.3,76,4.5,18.6,2.3,1.5,1.1,5.8,357
22187,2021-01-06 08:00,10.2,338,13.1,1026.7,74,4.6,18.6,2.6,1.5,1.1,5.3,356
22187,2021-01-06 09:00,8.8,332,12.8,1026.6,69,5.2,18.6,2.3,1.4,1,4.9,10
22187,2021-01-06 10:00,9.6,337,12.7,1026.7,72,5.5,18.6,2.2,1.3,.9,4,348
22187,2021-01-06 11:00,7.8,339,10.5,1026.6,73,5.5,18.5,1.9,1.1,.8,4.9,16
22187,2021-01-06 12:00,8.2,353,11.2,1025.7,76,5.3,18.5,1.7,1.1,.8,5.3,23
22187,2021-01-06 13:00,9.1,338,12.4,1023.4,69,6,18.5,1.7,1.1,.8,3.6,11
22187,2021-01-06 14:00,8.9,331,11.6,1022.5,69,6,18.5,2.1,1.2,.8,4.6,11
22187,2021-01-06 15:00,9,335,12.9,1022.1,67,6.1,18.5,2,1.1,.8,4.6,16
22187,2021-01-06 16:00,7.6,311,10.8,1022.4,52,6.7,18.5,2.3,1.1,.8,4.3,359
22187,2021-01-06 17:00,9.4,325,12.7,1022.4,55,7.1,18.5,2,1,.7,4.6,339
22187,2021-01-06 18:00,9.8,318,13.7,1022.9,55,6.1,18.5,2.6,1.7,1.2,4.6,304
22187,2021-01-06 19:00,7.6,317,12.3,1022.8,56,6,18.5,2.2,1.3,.9,4.6,319
22187,2021-01-06 20:00,7.9,319,12.3,1023.4,57,6.2,18.5,2.2,1.2,.8,4.6,291
22187,2021-01-06 21:00,6.5,318,9,1023.8,54,5.9,18.5,1.9,1.2,.8,4,293
22187,2021-01-06 22:00,7,312,10.7,1023.2,59,6.6,18.4,1.7,1.1,.8,4,289
22187,2021-01-06 23:00,9.6,294,13.7,1022,63,6.6,18.4,1.7,1.1,.8,4,282
22187,2021-01-07 00:00,12.3,288,16.2,1021,68,8.2,18.4,2.2,1.3,.9,4,288
22187,2021-01-07 01:00,12.2,318,16.8,1021.6,76,6.3,18.4,2.9,1.6,1.1,5.3,279
22187,2021-01-07 02:00,14.2,310,19.4,1021.9,72,6.2,18.3,3.5,1.9,1.4,5.8,284
22187,2021-01-07 03:00,15.9,316,21.3,,73,5.1,18.3,3.6,2.2,1.6,5.3,303
22187,2021-01-07 04:00,11.8,309,18,1023,72,4,18.3,5.3,2.5,1.8,6.4,282
22187,2021-01-07 05:00,10.9,311,18.1,,71,2.9,18.3,4.2,2.6,1.8,7.1,294
22187,2021-01-07 06:00,12.2,327,20.1,1022.9,81,2.2,18.3,3.7,2.3,1.7,7.1,278
22187,2021-01-07 07:00,13.6,320,18.7,1023.5,73,3,18.3,4.2,2.4,1.7,5.8,304
22187,2021-01-07 08:00,13.9,318,18.5,1024,67,2.8,18.3,3.9,2.5,1.7,6.4,305
22187,2021-01-07 09:00,12.1,322,15.1,1025,76,2.1,18.3,3.2,2.2,1.6,6.4,312
22187,2021-01-07 10:00,12.9,326,18.8,1025,64,2.6,18.3,3.6,2.4,1.7,5.8,288
22187,2021-01-07 11:00,13.1,316,17,1025.6,89,.4,18.2,3.4,2,1.5,4.9,305
22187,2021-01-07 12:00,12.5,329,17.6,1025.1,89,.4,18.2,3.6,2.1,1.5,4.9,343
22187,2021-01-07 13:00,10.8,329,15.2,1024.1,92,-.2,18.2,3.1,2,1.4,5.8,352
22187,2021-01-07 14:00,12.7,323,17.7,1023.4,87,.7,18.2,3.3,2.1,1.5,5.3,345
22187,2021-01-07 15:00,11.6,329,15.2,1023.5,87,.3,18.2,3.5,1.9,1.3,5.8,21
22187,2021-01-07 16:00,12.4,321,16.8,1023.5,90,.2,18.2,3.7,2,1.4,5.8,18
22187,2021-01-07 17:00,11.7,331,15.2,1023.6,83,.2,18.1,3.4,2.1,1.5,5.8,22
22187,2021-01-07 18:00,10.7,330,14.6,1024,85,.6,18,2.8,1.8,1.3,5.3,12
22187,2021-01-07 19:00,11.8,337,15.8,1024.3,87,.1,17.9,3.1,1.7,1.2,7.1,32
22187,2021-01-07 20:00,10.2,336,13.2,1025.1,89,-.4,17.9,2.9,1.7,1.2,5.8,9
22187,2021-01-07 21:00,9.5,341,15.2,,83,-.4,17.8,3.2,1.7,1.2,5.8,350
22187,2021-01-07 22:00,9.4,331,14.4,1025.3,82,.3,17.9,2.3,1.6,1.1,5.8,313
22187,2021-01-07 23:00,9.9,336,13.3,1025,84,.3,17.9,2.5,1.4,1,5.3,344
22187,2021-01-08 00:00,7.4,328,11.9,1024.5,75,.3,17.9,3,1.5,1.1,5.3,355
22187,2021-01-08 01:00,9.6,325,12.4,1024.5,79,1,17.9,2.4,1.5,1,5.3,358
22187,2021-01-08 02:00,10.1,321,15.3,1024,68,1.4,17.9,2.2,1.5,1.1,4.6,317
22187,2021-01-08 03:00,11.6,321,16,1023.9,83,1.2,17.9,2.7,1.6,1.1,4.9,348
22187,2021-01-08 04:00,13.1,319,18.1,1023.4,86,1.2,17.8,3.3,1.8,1.3,4.3,351
22187,2021-01-08 05:00,11.8,319,16.4,1023.4,76,1.4,17.8,3.1,1.8,1.3,5.8,324
22187,2021-01-08 06:00,11.2,321,15,1023.2,78,.4,17.8,2.6,1.7,1.2,4.9,295
22187,2021-01-08 07:00,12.8,318,17.9,1023.3,67,1.7,17.8,3,1.9,1.3,4.9,328
22187,2021-01-08 08:00,9.8,324,14.3,1023.8,82,.9,17.8,2.9,1.6,1.2,6.4,300
22187,2021-01-08 09:00,8.5,312,13.1,1023.6,60,1.5,17.8,3,1.7,1.2,8,275
22187,2021-01-08 10:00,9.8,336,13.6,1024.4,90,.5,17.8,2.9,1.9,1.4,4.9,316
22187,2021-01-08 11:00,10.6,334,14.6,1024.6,84,.7,17.8,3,1.9,1.3,4.6,322
22187,2021-01-08 12:00,9.1,336,12.9,1024,75,1.1,17.7,3.6,1.9,1.3,4.9,350
22187,2021-01-08 13:00,8.6,330,11.5,1022.6,73,1.4,17.6,2.5,1.8,1.3,4.9,16
22187,2021-01-08 14:00,10.3,321,13.2,1021.5,75,1.9,17.5,2.4,1.5,1.1,8,210
22187,2021-01-08 15:00,6.6,329,9.4,1021.4,73,1.7,17.5,3.3,1.6,1.1,5.3,209
22187,2021-01-08 16:00,10.5,327,13.8,1020.9,74,2.7,17.4,2.5,1.5,1.1,4.6,280
22187,2021-01-08 17:00,10.3,327,14.6,1020.9,75,2.3,17.3,2.2,1.4,1,4.9,294
22187,2021-01-08 18:00,11.3,322,16,1020.8,75,2.1,17.3,2.6,1.6,1.1,4.6,325
22187,2021-01-08 19:00,12.9,315,17.7,1021,77,2.8,17.8,2.7,1.6,1.2,5.3,252
22187,2021-01-08 20:00,12.5,316,15.9,1021.5,77,2.6,17.8,3,1.8,1.2,4.6,314
22187,2021-01-08 21:00,14.7,311,18.9,1021.9,70,2.7,17.8,3.4,2,1.4,4.9,279
22187,2021-01-08 22:00,13.8,318,18.2,1022.7,79,1.7,17.7,3.2,1.9,1.4,5.3,286
22187,2021-01-08 23:00,11.6,316,16.4,1023,70,2.1,17.7,2.7,1.9,1.4,4.3,294
22187,2021-01-09 00:00,11.8,332,16.2,1023.2,85,1.8,17.6,3.3,2,1.4,5.3,299
22187,2021-01-09 01:00,12.1,333,16,1023.5,84,.9,17.6,2.9,1.7,1.2,4.6,312
22187,2021-01-09 02:00,9.9,342,13.6,1023.6,82,1,17.6,2.8,1.7,1.2,4.6,312
22187,2021-01-09 03:00,10.4,330,14.4,1023.8,66,2.2,17.6,3,1.6,1.1,4.9,342
22187,2021-01-09 04:00,10.7,329,16.7,1023.6,67,1.9,17.6,2.6,1.6,1.1,4.9,352
22187,2021-01-09 05:00,8.1,345,11.4,1023,74,1.8,17.6,2.4,1.5,1.1,8,228
22187,2021-01-09 06:00,9.4,336,12.5,1022.1,75,1.9,17.7,2.6,1.5,1.1,5.3,211
22187,2021-01-09 07:00,9.6,320,12.6,1022.1,71,2.6,17.9,2.5,1.6,1.1,8,260
22187,2021-01-09 08:00,10.3,314,13.5,1022.1,71,2.7,18,2.2,1.5,1.1,8,263
22187,2021-01-09 09:00,9.4,329,13.7,1022.7,72,3.2,18.1,2.3,1.5,1.1,9.1,254
22187,2021-01-09 10:00,8.9,323,14.1,1023.2,71,3.9,18.1,2.7,1.7,1.2,5.3,283
22187,2021-01-09 11:00,11.9,332,16.3,1023.3,76,4,18.1,2.7,1.8,1.3,4.9,299
22187,2021-01-09 12:00,10.3,328,15.2,1023.2,74,3.9,18.1,3.1,1.8,1.3,5.3,284
22187,2021-01-09 13:00,13,328,17.2,1021.8,74,4.1,18.1,3.1,1.7,1.2,4.6,289
22187,2021-01-09 14:00,13.9,323,18.6,1021.5,68,5.1,18.1,2.9,2,1.4,4.9,286
22187,2021-01-09 15:00,11.6,317,16.5,1021.8,66,5.2,18,3,2,1.4,4.6,307
22187,2021-01-09 16:00,9.9,327,13.4,1022.5,74,4.1,18,3.3,1.8,1.3,4.9,291
22187,2021-01-09 17:00,12.7,320,16.8,1022.5,74,4.3,18,3.1,1.7,1.2,5.8,288
22187,2021-01-09 18:00,11.2,318,14.5,1022.7,81,3.5,18,2.6,1.6,1.1,5.3,288
22187,2021-01-09 19:00,13.2,320,17,1022.9,78,4.8,18,3.1,1.8,1.3,4.3,316
22187,2021-01-09 20:00,9.9,330,12.8,1023.9,71,4.1,18.1,3.2,1.8,1.3,4.6,301
22187,2021-01-09 21:00,10,313,13.9,1024.5,78,4.2,18.1,2.7,1.7,1.2,4.6,285
22187,2021-01-09 22:00,12,315,15.7,1024.5,64,4.9,18.1,2.6,1.7,1.2,4.9,324
22187,2021-01-09 23:00,10.4,336,14.9,1025.4,71,4,18.1,2.9,1.8,1.3,4.9,320
22187,2021-01-10 00:00,10.6,334,15.3,1026.3,70,3.5,18.1,3.2,1.7,1.2,4.6,356
22187,2021-01-10 01:00,9.2,341,13.2,1026.9,70,2.7,18.1,2.5,1.4,1,4.9,343
22187,2021-01-10 02:00,8,346,11.5,1027,66,3.1,18.1,2.2,1.4,1,4.6,357
22187,2021-01-10 03:00,8.9,341,13.3,1027.7,66,3.2,18.1,2.2,1.4,1,4.6,332
22187,2021-01-10 04:00,8.9,341,13.6,1027.2,68,3.6,18.1,2.3,1.3,.9,5.8,339
22187,2021-01-10 05:00,7.9,337,11.3,,69,3.4,18,2,1.2,.8,5.3,169
22187,2021-01-10 06:00,7.6,331,10.6,1026.6,65,3.7,18,1.9,1.2,.8,4.9,30
22187,2021-01-10 07:00,7.5,328,10.7,1026.8,65,4.5,18,1.7,1.1,.8,4.6,11
22187,2021-01-10 08:00,6.1,343,8.5,1026.9,66,4.5,18.1,1.7,1,.7,6.4,278
22187,2021-01-10 09:00,4.9,330,8.6,1027.2,63,5.5,18,1.7,.9,.7,8,57
22187,2021-01-10 10:00,7.7,337,10.4,,71,5.7,18,1.5,1,.7,7.1,78
22187,2021-01-10 11:00,5.7,337,8.6,1027.9,69,5.7,18.1,1.7,1,.7,3.8,18
22187,2021-01-10 12:00,5.6,327,9.3,1027.5,66,6.3,18.1,1.7,1.1,.8,6.4,252
22187,2021-01-10 13:00,4.6,321,7.1,1026.5,62,6.6,18.1,1.5,1,.7,5.8,306
22187,2021-01-10 14:00,4,309,7,1026.2,58,7.1,18.1,1.4,.9,.7,7.1,128
22187,2021-01-10 15:00,7,333,9.8,1025.6,65,7.2,18,1.7,1.1,.8,5.3,267
22187,2021-01-10 16:00,9.2,320,13.4,1025.8,68,7.6,18,2.1,1.3,.9,3.6,306
22187,2021-01-10 17:00,11.2,327,14.9,1026,70,7.2,18,2.1,1.3,.9,4.3,299
22187,2021-01-10 18:00,10.1,326,12.7,1025.9,67,7.3,18,2.1,1.3,1,4.3,269
22187,2021-01-10 19:00,11.4,325,15.3,1026.2,69,7.5,18,2.4,1.5,1,4.3,313
22187,2021-01-10 20:00,10.3,337,13,1026.9,66,6.7,18,2,1.3,.9,3.6,312
22187,2021-01-10 21:00,9.5,330,13.3,1027.4,56,7.4,18,2,1.3,.9,4.3,310
22187,2021-01-10 22:00,9,345,12.7,1027.1,60,6.7,18,2,1.3,.9,3.6,318
22187,2021-01-10 23:00,8.8,340,11.7,1027.4,56,7,18,1.8,1.2,.9,3.8,335
22187,2021-01-11 00:00,7.6,338,11.7,1026.9,60,6.8,18,2.2,1.1,.8,4,318
22187,2021-01-11 01:00,7.8,333,10.1,1027.2,56,6.8,18,1.7,1.1,.8,4.3,21
22187,2021-01-11 02:00,7.5,326,10.9,1028.2,56,6.8,18,1.6,1,.7,4.6,345
22187,2021-01-11 03:00,5.9,337,8.3,1029,54,6.4,18,1.5,.9,.6,3.4,359
22187,2021-01-11 04:00,5.7,342,9,1028.6,58,7,18,1.5,.9,.7,3.8,7
22187,2021-01-11 05:00,3.9,324,8.7,1027.3,57,6.5,18,1.3,.9,.6,4.6,356
22187,2021-01-11 06:00,6.6,327,9.2,1027,61,7.2,18,1.6,.9,.6,4,356
22187,2021-01-11 07:00,3.2,342,6.2,1026.9,56,7.1,18,1.3,.8,.6,3.8,330
22187,2021-01-11 08:00,2.9,359,4.8,1009.9,56,7.5,18,1.2,.7,.5,6.4,252
22187,2021-01-11 09:00,.9,310,3.1,1010,53,7.5,18,1.2,.7,.5,6.4,329
22187,2021-01-11 10:00,1.4,302,3.5,1026.8,56,7.9,18,1,.7,.5,6.4,63
22187,2021-01-11 11:00,3.6,325,5.9,1027.7,61,8.2,18,1,.6,.4,8,73
22187,2021-01-11 12:00,4.2,336,6.7,1026.4,69,7.2,18,1,.6,.5,7.1,122
22187,2021-01-11 13:00,4.4,359,6.8,1024.8,72,7.5,18,1.4,.8,.6,5.8,334
